video_id,clip_id,text,label,label_T,label_A,label_V,annotation,mode
video_0325,01,这种的话是前期为什么放量说明它在涨。,0.2,0.6,0.6,0.0,Neutral,train
video_0325,02,把它延续上涨，另外一种是前期涨过，现在缩量回调。,0.0,-0.4,0.2,0.4,Neutral,train
video_0325,03,回调以后现在开始再次放量启动。,0.0,1.0,1.0,0.4,Neutral,train
video_0326,01,其实我觉得还是能够应对这种这种市场的一个波动的啊，我觉得还是可以的。,0.6,0.6,0.6,0.0,Weak Positive,train
video_0327,01,那到目前为止还是证明这一点有一些好的公司一直在涨后排的也慢慢的从低位开始爬起来。,0.4,1.0,0.6,0.0,Weak Positive,train
video_0328,01,可以去找那边的一些机构持续加仓的品种啊。,0.0,0.6,0.6,0.2,Neutral,train
video_0329,01,包括这个行业当中国资云概念我们也是长期看好，因为它牵扯到这个数据安全的问题。,1.0,1.0,0.6,0.0,Strong Positive,train
video_0329,02,这是我们特别看好的一个行业。,1.0,1.0,0.6,0.0,Strong Positive,train
video_0329,03,就是一些就是在低位，当然这些可能我们不会。,0.6,-0.4,0.6,0.0,Weak Positive,train
video_0330,01,创业板创业板指的股票尽量暂时先缓一缓啊，创业板今天是继续反弹，但是创业板的话这个量啊缩的很明显，我们可以把创业板指打出来啊。,-0.2,0.0,-1.0,0.2,Neutral,train
video_0331,01,以前的话我知道是酒是一，哥北上资金持仓最多的一个是白酒，第2名以前是家电，现在不是家电。,0.0,-0.2,0.2,0.6,Neutral,train
video_0332,01,那时间周期还有时间的空间，那么对应起来，我个人感觉煤炭应该会有个企稳动作，所以你说能不能反身向上，我个人感觉可能要到节后。,0.6,1.0,0.6,0.0,Weak Positive,train
video_0332,02,那你说今天很关键，其实我个人感觉从四季度的表现来说，我觉得后期周期股可能会卷土重来，只是这个时间点可能不在当下而已啊。,0.0,0.6,0.6,0.2,Neutral,train
video_0333,01,今天的话市场出现了一个缩量，就是我们上午做节目的时候给大家说过，我接下来的话市场会迎来一个缩量阶段，市场想真正的见底一定要出现大幅的缩量。,-0.4,-0.4,-0.6,0.0,Weak Negative,train
video_0334,01,啊，所以说宁可追高周期股，也不要抄底周期股。,-0.2,0.2,0.2,0.0,Neutral,train
video_0335,01,在做那么偏油的出现在你要记住就是到了相对高位呢，你要记住要随时要考虑撤退。,-0.4,-0.6,-0.6,-0.2,Weak Negative,train
video_0336,01,这个指数呢，今天绝对是到了冰点中的冰点啊。,-0.8,-1.0,-0.2,1.0,Strong Negative,train
video_0336,02,那如果按整个一个板块效应的话呢，那就更惨烈了啊，今天都只有三个板块好像是翻红的吧，一个是养殖的，一个是银行的。,-0.4,-0.6,0.6,-0.4,Weak Negative,train
video_0337,01,嗯就可以，但是呢，我们整个的策略还是我前期的一个观点，那就是基金重仓风险依旧比较大。,0.8,-0.6,-0.2,0.6,Strong Positive,train
video_0338,01,那么看波反弹之前你要关注两个两个问题，第1个你能不能在这个位置上继续承受10%的下跌。,0.0,-0.6,-0.6,0.0,Neutral,train
video_0339,01,所以它真正的能够给电力公司带来多少利润呢，实际上可能微乎其微的啊。,0.0,-0.6,-0.6,0.6,Neutral,train
video_0340,01,未来三年你都可以灵活支配的，我觉得这个地方呢，你可以去考虑买所谓的基金投资这一块。,0.0,0.6,0.6,0.0,Neutral,train
video_0341,01,不高低吗也不低啊，相对来说往下跌还有空间。,0.0,-0.2,-0.4,-0.6,Neutral,train
video_0341,02,这是沪深300的，那中证500呢是绝对的，也就是低分位附近大概是达到26%左右。,0.0,0.2,0.0,-0.4,Neutral,train
video_0342,01,有时候美股的估值可以说是涨了一大截。,0.4,0.6,0.2,0.6,Weak Positive,train
video_0342,02,因为美国的很多企业它的利润的话，在放水的背景之下是增长的，另外一块的话它的估值是太高的。,0.4,0.6,0.6,0.0,Weak Positive,train
video_0342,03,但是生物医药ETF从去年跌到现在跌了一年半了，开始慢慢起来了，唉。,0.0,-0.6,0.6,0.0,Neutral,train
video_0343,01,嗯，这个板块的话它属于高弹性。,0.0,0.6,0.6,0.0,Neutral,train
video_0343,02,所以说它们的弹性会什么呢会比较大一些，即使超跌以后他有能力再去做一个反弹动作。,0.2,0.6,0.6,0.0,Neutral,train
video_0343,03,有没有发现这段时间其他的周期股反弹的偏弱一些啊，你比如说钢铁比如说煤炭，比如说有色，比如说这个一些化工类的产品。,0.0,-0.6,-0.2,-0.2,Neutral,train
video_0343,04,因为锂矿的话我们知道这个价格整体来说是量价齐升锂矿的，这个整个的销量就不用说了。,0.4,0.6,0.6,0.6,Weak Positive,train
video_0344,01,他以什么他以震荡的形式去完成这种回调，那说明什么说明他是最强的。,0.4,0.6,0.6,-0.2,Weak Positive,train
video_0344,02,而且双控双控带来的这个化工的机会也还是处在一种对逻辑的再一次的这么一个强化对吧，所以说化工品种也是我们关注的重点好不好。,0.4,0.6,0.2,-0.2,Weak Positive,train
video_0345,01,那后面怎么走我觉得还是关注两条啊，第1个呢量能目前量能相当充沛啊。,0.4,0.6,0.6,0.4,Weak Positive,train
video_0346,01,那么这个金融产品可能就退市，所以说美国现在面临的问题就是它需要有人去买这一个债。,0.4,-0.6,-0.2,0.0,Weak Positive,train
video_0347,01,今天还在涨就是结尾多多，关键你要对行业有点研究。,0.4,0.2,0.6,0.6,Weak Positive,train
video_0347,02,他这个电控系统包括整个电动化这个用的这个汽车电子的产品是以前的用量的好像是5~10倍。,0.0,0.2,0.0,0.0,Neutral,train
video_0348,01,那也算是成名了，那明年呢，估计他的资金管理规模可能不是这个181了，估计至少乘以三倍吧哇。,0.4,0.2,1.0,0.6,Weak Positive,train
video_0349,01,就是这个加速期为什么叫我我就讲我说我不要自己去判断行业里面有两个人对这行业是最具备话语权的，是宁德时代的老板和比亚迪老板和特斯拉老板。,0.0,0.0,0.0,0.2,Neutral,train
video_0350,01,但是水泥补涨了以后，这个很快的话，这两天跌幅很凶。,-0.4,-1.0,-0.2,0.0,Weak Negative,train
video_0351,01,大概是投20万吨的一个产能项目，所以这一块呢，从这个角度出发，它未来的中期应该是很有亮点的。,0.6,1.0,0.6,0.0,Weak Positive,train
video_0352,01,然后这两个系统呢都是它主打的两个系统，其实相关的品种呢，有重叠的地方也有不一样的地方，最近表现也是不错的。,0.4,0.6,0.6,0.6,Weak Positive,train
video_0353,01,我觉得是已经算是蛮不错的吧，对吧，嗯，那么后期继续跟踪。,0.6,0.6,0.6,1.0,Weak Positive,train
video_0354,01,他们现在提价的速度就是这个预期的话，没有像去年前年那么强烈了。,0.0,-0.6,-0.6,0.0,Neutral,train
video_0354,02,10年来10年的这个站在10年的角度来看，它的估值依旧偏高。,0.0,0.0,-1.0,1.0,Neutral,train
video_0355,01,那么酱油也是前段时间跌多了一个反弹，近期的话上涨就有一个主线就是超跌反弹。,0.4,0.6,0.6,0.4,Weak Positive,train
video_0355,02,其实大部分的保险没有长期来看，没有赚钱效应。,-0.2,-0.6,-1.0,-0.2,Neutral,train
video_0356,01,那我觉得应该是涨高了，他要兑现而已，还有一个呢，我觉得重要的消息是前两天锂矿的一个报价呢，利好很好，但是呢，市场的反应其实很平淡。,-0.2,-0.6,-0.6,0.2,Neutral,train
video_0357,01,我们已经进入了全球的一个这个游戏规则里边，那就是碳中和碳大风。,0.0,0.2,0.2,0.0,Neutral,train
video_0357,02,因为海上风电它比陆上风电有一些优势在哪里呀，在于我们知道我们哪里需要电的，其实主要是沿海地区。,0.0,0.6,0.6,0.0,Neutral,train
video_0358,01,机构类型呢可能是什么一波三折。,-0.4,-0.2,-0.6,0.0,Weak Negative,train
video_0359,01,我看头部券商给他的预测，明年可能它的价格现货市场价格可能会涨到15万。,0.0,0.2,0.6,-0.2,Neutral,train
video_0360,01,对吧，而且资金的认可度很好很高啊，刚才都说了，年初六个日线上板块指数，已经连续6根阳线了。,0.2,1.0,0.6,1.0,Neutral,train
video_0361,01,我们就讲到可能中概股就是底或者说阶段性的底，这是个大概率事件，比如说阿里那最近一段时间应该是很多一些负面消息是吧。,0.0,-0.6,0.2,-0.4,Neutral,train
video_0362,01,石油板块洗盘很猛了，三天洗你20%，洗完之后弹10%。,0.0,0.4,0.6,0.2,Neutral,train
video_0363,01,泼冷水啊，不要太积极，当下的市况呢，不像8月份不像9月的上旬那么火热。,-0.6,-0.8,-1.0,0.0,Weak Negative,train
video_0363,02,不像8月份不像9月的上旬那么火热，在这种格局之下呢，有的挣就已经很好了。,-0.6,0.2,-0.6,0.0,Weak Negative,train
video_0364,01,那第二方面呢还是担心就是中报，有一些中报万一不及预期，你也会非常痛苦的。,-0.4,-0.6,-0.6,0.0,Weak Negative,train
video_0365,01,但是中间突然出来一个利好洗一下防止散户进的太多，我觉得也很正常，所以说种业现在这个状态，昨天因为某消息今天冲高回落，接下来这一段时间很正常。,0.0,0.2,-0.4,0.0,Neutral,train
video_0365,02,但是因为还有可能存在这个新上市的一个机会，所以说还会有反复，大家自己去把握去把握这个节奏就好了。,0.0,0.6,-0.6,0.0,Neutral,train
video_0365,03,中某学中某学中某学，对对对。,-0.4,0.0,0.0,1.0,Weak Negative,train
video_0366,01,因为它的业绩是不好的。,-0.6,-0.6,-1.0,-0.4,Weak Negative,train
video_0367,01,水泥的话，前两年的话涨的比较好啊。,0.4,0.6,0.6,0.0,Weak Positive,train
video_0367,02,前两年的话涨的比较好啊，因为前两年的话，水泥板块有一个标的走出了白马股的走势来。,0.4,0.6,0.6,0.0,Weak Positive,train
video_0368,01,涨势为主吧。,0.0,1.0,0.6,0.0,Neutral,train
video_0369,01,分化了这段时间稍微有点分化，有些消费啊，北上资金还在加仓，但是股价一直在跌。,0.0,-1.0,-0.6,1.0,Neutral,train
video_0370,01,所以如果你是为了短期的这个CIO的话，我们会觉得CIO的赚钱效应其实不是很强。,-1.0,-1.0,-0.6,0.0,Strong Negative,train
video_0370,02,然后主板的时候，啊创业板的时候两家我觉得就是基本上这几家企业是好的。,0.2,0.6,0.6,-0.2,Neutral,train
video_0371,01,那这两个的话目前就说这个要要么是跌多了看反弹的机会，要么就是开始真的是这个板块进入加速的机会，目前这两个都不太清楚。,-0.4,0.0,0.0,-0.2,Weak Negative,train
video_0372,01,所以这个整个中游的先震荡，当市场认可度回来之后，中游也比较有机会，好吧。,0.2,0.6,0.6,0.4,Neutral,train
video_0373,01,因为我们周期股的话有时候会给你跌个3年5年，但短期来看它的风险确实已经有所释放。,0.6,0.6,1.0,1.0,Weak Positive,train
video_0374,01,煤炭涨电力企业的话它是受影响的，受影响还是很大很大的。,0.0,-0.8,-1.0,0.0,Neutral,train
video_0375,01,如果它不往下跌，顺势拐头向上也可以反手做，但是千万不要一次性建仓，所以我们认为医药板块比半导体板块更具有优先级。,0.4,0.6,1.0,-0.2,Weak Positive,train
video_0376,01,中证500指数和中证1000指数又新高了，这两个指数新高的这个背景之下的话，大家伙也不用想那么多。,0.2,0.2,-0.2,0.0,Neutral,train
video_0376,02,大家伙也不用想那么多，我们近期一直给大家讲，现在的话就是捡钱的机会。,0.2,1.0,0.6,1.0,Neutral,train
video_0376,03,这段时间哪一个涨价板块涨的最好是不是煤炭。,0.4,0.6,0.6,0.0,Weak Positive,train
video_0376,04,还会冲高卖出这个煤炭，也就是说现在的话整个涨价板块昨天加上今天都在不断的去创新高啊。,0.4,0.6,0.6,0.6,Weak Positive,train
video_0376,05,现在就是一个捡钱的一个机会啊，大家伙且行且珍惜，现在市场里边有机会吗，还有很多机会。,0.6,1.0,1.0,1.0,Weak Positive,train
video_0377,01,我就死捂不管你是吧，因为我都拿了50%的收益了，我也看好这个前景，比如说新能源车赛道。,0.8,0.6,0.6,0.6,Strong Positive,valid
video_0377,02,一会儿价值一伙成长是吧，那机构呢其实也是这样。,0.0,0.4,0.2,0.6,Neutral,train
video_0378,01,这个坦白讲不是不是不应该把它作为你的重仓板块啊。,-0.4,0.2,-1.0,0.6,Weak Negative,train
video_0379,01,储能是新能源方向里面比较要好的一个方向啊，然后呢几个龙头的一个上涨呢，其实它是持续的一个拉升。,0.2,0.6,0.6,0.0,Neutral,train
video_0380,01,如果你认为过去的这一个主赛道是锂电的话，那么锂电的话，其实今天是相对来说比钢铁弱了很多啊。,0.0,-0.6,0.2,0.0,Neutral,train
video_0380,02,其实今天是相对来说比钢铁弱了很多啊，值得注意的是最近持续强势的这个中字头的一个题材啊。,-0.4,0.2,0.2,0.0,Weak Negative,valid
video_0381,01,等一波节奏等一下他这个技术指标修复之后，那么仍然是维持看多军工的观点，不变话好吧。,0.4,0.0,1.0,-0.2,Weak Positive,train
video_0382,01,市场的风格接下来会助你一臂之力，让你捡到这个钱。,1.0,0.6,0.6,0.0,Strong Positive,valid
video_0383,01,所以我认为今天这个大跌对于我的学员来说是一次非常好的事情。,1.0,0.6,1.0,0.0,Strong Positive,valid
video_0384,01,而且个股市疯狂的涨。,0.8,1.0,0.6,1.0,Strong Positive,valid
video_0385,01,所以说其他指数的话，想要跟着一块起步上扬的话，我觉得还是很难的。,-0.6,-1.0,-0.6,0.0,Weak Negative,valid
video_0386,01,那一旦起稳形成之后又是这个机会啊。,0.6,1.0,-0.2,-0.2,Weak Positive,train
video_0387,01,因为我们知道这个风险可控啊，他不会说一个恒大把整个中国整个中国房地产的这个市场，这个弄的这个一一潭浑水不会的。,0.0,0.6,1.0,0.0,Neutral,train
video_0388,01,所以我们会觉得这个指数是一个向上突破的过程。,0.2,0.6,1.0,0.0,Neutral,train
video_0388,02,我说这个消费和银行其实是应该一起看的，在今天上午的时候，包括到现在为止，整个消费和银行其实是撑起了指数的核心。,0.0,0.2,1.0,0.6,Neutral,train
video_0388,03,而且是我们昨天说的啊。,0.0,0.0,0.0,0.0,Neutral,train
video_0388,04,都是我在节目上陪着大家是吧。,0.0,0.0,0.0,0.0,Neutral,train
video_0389,01,也就是虽然说可能是有一些板块是出现了调整，但是大部分的股票还是今天的话是上涨的。,0.2,1.0,1.0,0.0,Neutral,train
video_0390,01,未来还是非常这个有机会去把这个利润的弹性去释放出来的。,0.4,1.0,0.6,0.0,Weak Positive,train
video_0391,01,那去年或者前年你会发现那些抱团的白马股表现非常好，那导致不同的板块和个股它是轮番表现是的。,0.2,1.0,0.6,0.6,Neutral,train
video_0391,02,但是你如果说没有一定的方式方法来应对，这两年你是很难赚钱的。,-0.4,-0.6,-0.6,0.0,Weak Negative,valid
video_0392,01,指数只白酒涨两天指数两天。,0.0,0.2,0.2,0.4,Neutral,train
video_0393,01,否则的话周期是没法做的，你就像现在很多朋友玩钢铁好不好煤炭好不好。,0.0,-0.4,-0.2,0.6,Neutral,train
video_0394,01,实在是有点高了就不太好去理解，后面的也做了很多功课，啊，的确对未来的展望是比较强。,0.0,0.6,1.0,0.0,Neutral,train
video_0395,01,或者本能半导体啊，你装一个中小票再加个磁芯，我相信赚钱效应还是可以的。,0.4,0.6,0.6,-0.2,Weak Positive,train
video_0395,02,当下4块呢，啊，纯指数可能没有多大一个表现，那么从具体的分类的一些板块来说，还是有不错性的投资的机会。,0.6,0.6,1.0,-0.2,Weak Positive,valid
video_0396,01,应该在9月初吧，我们就当时讲过这个风能，那到了9月1就还就看好风能板块那风能，它主要这个利多的作用呢就是性价比。,0.6,0.6,1.0,0.0,Weak Positive,valid
video_0397,01,什么意思呢，比如说到跌停附近是吧，你可以先捞一笔。,0.0,1.0,0.8,0.0,Neutral,train
video_0397,02,这两刀你做好了，那基本上你的获利已经颇丰了。,0.8,0.6,0.6,0.0,Strong Positive,valid
video_0397,03,先不用下重手。,0.0,-0.6,-0.6,0.0,Neutral,train
video_0397,04,然后到尾盘呢你再捞一笔。,0.8,1.0,1.0,0.0,Strong Positive,valid
video_0397,05,我用最直白的啊，小白说的话，比如说均线到了5天线，这个是一个支撑点。,0.0,0.2,-0.2,-0.2,Neutral,train
video_0397,06,那反弹之后你撤如果下一次再回到了10天线，你可以再吸一比吸完之后呢再撤。,0.0,0.6,0.6,-0.2,Neutral,train
video_0398,01,这个LNG板块是大涨啊，就算现在指数当然现在也翻红火了，大家没什么压力了，但实际上它只是翻红之前翻绿的过程中，而LNG也就是天然气板块是涨幅领涨的。,0.2,0.6,0.6,0.6,Neutral,train
video_0399,01,所以整车这个行业我市面上不是非常看好，当然如果你是真的要去挑，那肯定挑那个整车龙头吗，就是我们说的byd就行了。,-1.0,-0.8,-1.0,0.0,Strong Negative,train
video_0399,02,大家昨天去看一下官媒的消息啊。,0.0,0.0,0.0,0.6,Neutral,train
video_0399,03,比如说一年才卖个10万辆你是得赔钱的，那么到了50万辆可能是一个什么。,0.0,0.0,-0.6,0.0,Neutral,train
video_0399,04,可能是减亏阶段到了100万辆可能是个什么盈亏平衡点。,0.0,-0.2,0.0,-0.2,Neutral,train
video_0400,01,你看国外的美股指数也是一直涨的，它每年退市很多，他上来公司跟快递公司差不多。,0.0,0.2,0.0,0.0,Neutral,train
video_0401,01,他可能对于未来的这个行情没那么乐观。,-0.6,-1.0,-0.2,0.0,Weak Negative,valid
video_0402,01,这个先讲一下，因为整体市场缩量了，而且整个板块的持续性很差。,-0.8,-1.0,-1.0,0.0,Strong Negative,train
video_0403,01,所以说真正的在创新药领域这一块做的话很恒瑞在A股的质量还是相当可以的。,0.4,0.2,0.6,-0.4,Weak Positive,valid
video_0403,02,但是大家想骂你的那几个行业都是未来能赚钱的方向。,0.2,0.6,0.6,1.0,Neutral,train
video_0404,01,所以如果是做短线的朋友来记住你的选择的时候呢，可以考虑一下把这次新加上去。,0.0,0.6,0.6,0.0,Neutral,train
video_0404,02,另外一个是半导体半导体呢，最近也有一些资金在做。,0.0,0.2,-0.2,0.0,Neutral,train
video_0404,03,比如说热门板块这种呢可能成为当下最活跃的一个标的方向。,0.2,0.6,0.6,0.0,Neutral,train
video_0405,01,这个如果是持续的供不应求，必然触发价格一定程度上涨对吧。,0.4,0.6,1.0,-0.2,Weak Positive,valid
video_0405,02,根本问题没有解决的情况之下，这一次整个情绪的压制反而是带来了什么二次反复的机会。,0.2,0.0,-0.2,-0.2,Neutral,train
video_0406,01,涨跌都有底才是才是你在这市场之中能够去存活，甚至走得更久的这么一个因素所在。,0.0,0.2,0.6,0.0,Neutral,train
video_0407,01,我们会觉得还是需要中军，就是需要这个能撑指数持续往上涨的板块。,0.0,0.6,0.6,0.0,Neutral,train
video_0408,01,到目前为止继续不看好。,-1.0,-1.0,-1.0,0.0,Strong Negative,train
video_0408,02,我说这个地方呢，不要考虑了有好有好地方有容易挣钱的地方，干嘛不去呢，所以半导体继续不看好啊，从8月中旬开始到现在基本上也是维持了一个月了吧，所以呢，你不用问我半导体了。,-0.8,-1.0,-0.2,1.0,Strong Negative,valid
video_0409,01,唱空也呸不能唱空不看好房地产是吧，我现在还是不看好，为什么呢，因为整个房地产它跌到这个位置的话，它其实是在等一个政策，这个政策就是宽松。,-1.0,-0.2,-0.2,0.2,Strong Negative,valid
video_0410,01,但是呢，集体的反弹还得需要等一等，另外的话今天港股继续休市的，因为我们这边的话就是陆股通的话也是休市的，所以说今天大概率市场的量能还是萎缩的，昨天只有8000多亿的成交量。,-0.8,-0.2,-1.0,0.0,Strong Negative,valid
video_0411,01,但市场又不是我们家自己开的，就是你自己家开的，也有可能有一些其他意外事情出现。,-0.6,-0.6,-0.6,0.6,Weak Negative,valid
video_0411,02,也会导致的结果不会按照你预期走。,-0.4,-0.6,-0.6,0.6,Weak Negative,valid
video_0411,03,所以你在做的过程当中稍微有一个。,0.0,0.0,0.0,0.0,Neutral,train
video_0412,01,就是今今年的整个钢铁行业的高景气度已经度过去了，就是上半年上半年是非常好，为什么第1个呢就是整个铁矿石的价格是持续下降。,-0.4,-0.4,0.6,-0.4,Weak Negative,valid
video_0413,01,已经等这个平台破掉破掉就反向杀韭菜。,0.0,-1.0,-0.6,0.0,Neutral,train
video_0413,02,所以说这个市场的博弈的复杂性，从黄金上面也可以看的出来。,0.0,-0.6,0.0,0.2,Neutral,train
video_0414,01,3500点整数关口下破了，然后呢，这个就是经济数据不好。,-0.4,-1.0,-0.6,0.0,Weak Negative,valid
video_0414,02,量还是并没有杀得太多出来就说明大家还在里面扛。,0.0,-0.6,-1.0,0.2,Neutral,train
video_0414,03,那么对整个市场的信心提振还是有一定作用，所以至少短期在前期持续弱势之后迎来了一个叫复苏期。,0.2,0.6,0.6,0.0,Neutral,train
video_0414,04,已经明确的就是科技的方向会是比较好做一点好吧。,0.4,0.6,0.6,0.4,Weak Positive,valid
video_0415,01,这个就可大可小，我我其实9月1号给大家讲过，我们这边肯定会往上顶。,0.4,0.6,1.0,1.0,Weak Positive,valid
video_0416,01,这是第1个负相关之前是鸿蒙，然后第2个的话是讲的次新次新真的可以做。,0.6,0.6,1.0,0.0,Weak Positive,valid
video_0417,01,这个三个月到一年他是不会去形成这种技术的突破。,-0.2,-0.4,-0.6,-0.2,Neutral,train
video_0418,01,那10月份刚刚开始我们先定个小目标啊，只是方向上我是立势看涨的啊。,0.8,1.0,1.0,0.6,Strong Positive,valid
video_0419,01,可是有一个板块相对来说这段时间表现还比较强，我们一直给大家讲的中证1000指数。,1.0,1.0,0.6,0.0,Strong Positive,valid
video_0419,02,而其他的指数中证100中证200，中证500都不是上升趋势啊。,-0.4,-0.6,-1.0,0.0,Weak Negative,valid
video_0419,03,另外我们前面给大家说过，中证1000指数摸到了高点以后很有可能会有一个震荡。,-0.4,-0.4,0.2,0.0,Weak Negative,valid
video_0420,01,率先反弹的都是好东西，等到集体反弹的时候也就差不多了。,-0.2,0.6,1.0,0.6,Neutral,train
video_0421,01,有没有一些这个设备和材料值得你做一点这个潜伏的事，我觉得是可以的，就是低位的半导体设备和材料和什么和汽车芯片。,0.4,0.2,0.6,0.0,Weak Positive,valid
video_0422,01,所以说这个板块的话依旧是看多的逻辑啊，接下来的话我估么着亮亮接下来最强的白马还是他们的。,0.6,0.8,1.0,0.6,Weak Positive,valid
video_0422,02,另外的话北上资金又在加仓机构又在加仓，所以接下来这个板块第1率先反弹，第二的话，接下来他们依旧是最强的一个板块。,1.0,0.6,1.0,0.0,Strong Positive,valid
video_0423,01,我个人感觉他是一个什么，它是一个高端设备的一个延伸。,0.4,0.6,0.6,0.0,Weak Positive,valid
video_0424,01,但是就是还是同样的问题，从年初涨到现在，永泰科技涨了10倍，宁德时代也是几倍。,0.0,0.2,0.6,0.0,Neutral,train
video_0425,01,但是他还没有大反弹，A股呢，A股的保险，一哥前段时间北上资金天天卖。,0.0,-0.2,0.6,-0.2,Neutral,train
video_0426,01,整体的表现都不佳，有一些是亏损的，甚至亏了百分之十几，也是惨一点，都亏不到20%。,-0.4,-0.6,-1.0,1.0,Weak Negative,valid
video_0427,01,哦好吧，所以说我倾向于今天这个市场还是蛮不错哈，这个非常好啊。,0.8,0.6,1.0,-0.4,Strong Positive,valid
video_0427,02,这个非常好啊，这个看到很多投资者这个一恐慌我们就高兴。,0.8,1.0,1.0,0.0,Strong Positive,valid
video_0427,03,这个我觉得倾向于第1点啊，今天这个市场是这个比较好的板块。,0.6,0.6,0.6,0.0,Weak Positive,valid
video_0427,04,这个震荡上行的结构也是不会改变，继续围绕成长方向，这个不动摇好吧。,0.0,0.6,0.6,0.0,Neutral,train
video_0428,01,而食品饮料板块也是同样连续两天，所以这样一个局面告诉大家的话是什么资金也在，就是弃高就低。,0.0,0.2,-0.6,0.2,Neutral,train
video_0428,02,逐渐的往低位的方向去打，那么现在这个指数还是3541，我先给大家讲过，你如果去看120日120分钟的这一个60均线ma60来看的话。,0.0,-0.2,-0.6,-0.2,Neutral,train
video_0428,03,我这边是看到涨了4.25%，如果是酒类指数暴涨3%。,0.0,1.0,0.6,0.0,Neutral,train
video_0429,01,就是什么都没有的公司它就不会涨。,-0.6,-0.6,-0.6,0.0,Weak Negative,valid
video_0430,01,1.5万亿的成交量，1万以上的成交量，其实就可以看券商，那么券商跟以前的看法不一样了，昨天的话有两个券商跌停了。,-0.2,-0.4,-0.6,0.0,Neutral,train
video_0430,02,除非他们是真的开始异动了，现在连动都没动，你看它干嘛。,-0.4,-0.6,-1.0,0.0,Weak Negative,valid
video_0430,03,昨天的话有两个券商跌停了，但大部分的券商没有跌。,0.0,0.0,0.4,0.0,Neutral,train
video_0430,04,所以说他们的话跌了一波。,-0.4,-0.6,-0.6,0.4,Weak Negative,valid
video_0430,05,市值小于500亿的券商现在不用看。,0.0,-0.4,-0.4,0.0,Neutral,train
video_0431,01,但如果是全球的这个压力的话，那么基金重仓的话也不是最佳的避风港，你要记住这句话好吧。,0.0,-0.6,-0.6,0.0,Neutral,train
video_0431,02,你要记住这句话好吧，那么总体而言的话，现在市场就是一个窄幅震荡，刚才冯老师讲的一些结构性的机会。,-0.2,-0.2,0.6,0.0,Neutral,train
video_0432,01,实际上是为了找到这一次反弹的两次压力，10月26号如果你看那一天的话，如果只看日线实际上是击穿的。,0.0,-0.6,0.2,0.0,Neutral,train
video_0433,01,所以说钢铁的话钢铁逻辑的话现在一点都不强。,-0.4,-1.0,-1.0,-0.2,Weak Negative,valid
video_0434,01,可能难度会比较大，不太建议大家去追涨。,-1.0,-1.0,-0.6,-0.4,Strong Negative,valid
video_0435,01,啊就是部分的白马这次的下跌真的是到了捡钱的机会啊。,0.6,1.0,1.0,0.6,Weak Positive,valid
video_0435,02,美国市场就那几个股票把指数给撑起来的，哪几个呀，苹果微软亚马逊Facebook就这几只股票把指数撑起来的。,0.0,-0.2,0.2,0.0,Neutral,train
video_0436,01,再5G就是下游的基站的投资的增速啊，没有大家想的那么好。,-0.4,-0.6,-0.2,0.0,Weak Negative,valid
video_0437,01,因为趋势走弱就走弱了啊，来看一下这个是医疗美容的版块。,0.0,-0.6,-1.0,0.0,Neutral,train
video_0438,01,未来三年你都可以灵活支配的，我觉得这个地方呢，你可以去考虑买所谓的基金投资这一块。,-0.2,0.6,0.6,0.0,Neutral,valid
video_0439,01,那小品种里边可能还有几个题材，像军工啊军工的话，我们知道还是这一波啊，走的还是比较强一些。,0.4,1.0,0.6,0.0,Weak Positive,valid
video_0440,01,性价比比较合适的啊，就是一些补涨的机会，那这样子去应对8月份的市场行情，我觉得还是比较可取的，嗯。,0.4,1.0,0.6,0.0,Weak Positive,valid
video_0441,01,另外一个农业呢整个一个他业绩现在也相当不好啊。,0.0,-1.0,-1.0,0.2,Neutral,valid
video_0442,01,一部的永磁电机带起来了很多稀土板块的一个上涨。,0.0,0.2,0.6,0.0,Neutral,valid
video_0442,02,所以说实际上从这样来看的话，我们就会觉得新能源的板块可能面临着所谓的抱团瓦解，短期出来到底大家是怎么样砸盘。,-0.2,-0.6,-0.6,0.0,Neutral,valid
video_0442,03,需求反而具有长期的涨价逻辑就是这样的板块来看啊，我们看好长期短期调整之后确实是机会。,0.6,1.0,1.0,0.0,Weak Positive,valid
video_0443,01,另外一个点是房子现在基本上被锁住了，各种的限购限贷。,0.0,-0.6,-0.6,0.0,Neutral,valid
video_0443,02,基本上这个钱已经很难去流淌的房地产。,-0.2,-0.6,-0.6,0.0,Neutral,valid
video_0444,01,就是说整个宏观可能会在四季度有明确的向上的一个拐点的一个形成。,0.4,0.6,1.0,0.2,Weak Positive,valid
video_0445,01,它秉承了一些交易法则和交易原则，那你怎么赚钱呢，所以我们必须先尊重市场。,0.0,0.6,0.6,0.0,Neutral,valid
video_0446,01,大盘5日线都不敢碰。,-0.4,-0.6,-1.0,0.2,Weak Negative,valid
video_0446,02,为什么啊，当然那个种族更强一点，这么多年已经远离5日线了。,-0.4,0.4,1.0,0.0,Weak Negative,valid
video_0447,01,像之前的保险超跌，近期涨幅非常好。,0.6,1.0,1.0,0.0,Weak Positive,valid
video_0447,02,近期涨幅非常好，地产超跌，反弹的也不错。,1.0,1.0,1.0,0.0,Strong Positive,valid
video_0448,01,啊就是说这个他们现在是两条腿走路，一条的话就是涨价，另外一条就是低估值。,0.2,1.0,0.2,0.6,Neutral,valid
